genes,Asthma,cardiovascular,coronaryheart,DiabetesMellitus,LymphoidLeukemia,ReumatoidArthritis
PPARG,0.0,0.0,0.0,1.0,0.0,0.0
PPCS,0.0,1.0,0.0,0.0,0.0,0.0
PPIP5K2,0.0,0.0,0.0,1.0,0.0,0.0
PPP1CB,0.0,1.0,0.0,0.0,0.0,0.0
PPP1R13L,0.0,1.0,0.0,0.0,0.0,0.0
PRDM16,0.0,1.0,0.0,0.0,0.0,0.0
PRDM6,0.0,1.0,0.0,0.0,0.0,0.0
PREX1,0.0,1.0,0.0,0.0,0.0,0.0
PRKAG2,0.0,1.0,0.0,0.0,0.0,0.0
PRKAR1A,0.0,1.0,0.0,0.0,0.0,0.0
PRKCA,0.0,1.0,0.0,0.0,0.0,0.0
PRKCQ,1.0,0.0,0.0,0.0,0.0,0.0
PRKG1,0.0,1.0,0.0,0.0,0.0,0.0
PRNP,0.0,1.0,0.0,0.0,0.0,0.0
PROC,0.0,1.0,0.0,0.0,0.0,0.0
PROS1,0.0,1.0,0.0,0.0,0.0,0.0
PROX1,0.0,0.0,0.0,1.0,0.0,0.0
PRPH2,0.0,1.0,0.0,0.0,0.0,0.0
PRR5L,1.0,0.0,0.0,0.0,0.0,0.0
PRRX1,0.0,1.0,0.0,0.0,0.0,0.0
PRSS23,0.0,1.0,0.0,0.0,0.0,0.0
PSEN1,0.0,1.0,0.0,0.0,0.0,0.0
PSMD12,0.0,1.0,0.0,0.0,0.0,0.0
PSTPIP1,0.0,1.0,0.0,0.0,0.0,0.0
PTEN,0.0,1.0,0.0,0.0,0.0,0.0
PTF1A,0.0,0.0,0.0,1.0,0.0,0.0
PTGIS,0.0,1.0,0.0,0.0,0.0,0.0
PTPN11,0.0,1.0,0.0,0.0,0.0,0.0
PTPN14,0.0,1.0,0.0,0.0,0.0,0.0
PTPN2,0.0,0.0,0.0,1.0,0.0,1.0
PTPRC,1.0,0.0,0.0,0.0,0.0,0.0
PUF60,0.0,1.0,0.0,0.0,0.0,0.0
PURG,0.0,0.0,0.0,1.0,0.0,0.0
QSER1,0.0,0.0,0.0,1.0,0.0,0.0
RAD51B,1.0,0.0,0.0,0.0,0.0,0.0
RAF1,0.0,1.0,0.0,0.0,0.0,0.0
RASA1,0.0,1.0,0.0,0.0,0.0,0.0
RASGEF1B,0.0,1.0,0.0,0.0,0.0,0.0
RASGRP1,0.0,0.0,0.0,1.0,0.0,1.0
RBM10,0.0,1.0,0.0,0.0,0.0,0.0
RBM20,0.0,1.0,0.0,0.0,0.0,0.0
REL,0.0,0.0,0.0,0.0,0.0,1.0
RELN,0.0,1.0,0.0,0.0,0.0,0.0
RERE,0.0,1.0,0.0,0.0,0.0,0.0
REST,0.0,1.0,1.0,0.0,0.0,0.0
RFX6,0.0,0.0,0.0,1.0,0.0,0.0
RGS17,0.0,0.0,0.0,1.0,0.0,0.0
RICTOR,0.0,0.0,0.0,1.0,0.0,0.0
RIT1,0.0,1.0,0.0,0.0,0.0,0.0
RNF213,0.0,1.0,0.0,0.0,0.0,0.0
RNF6,0.0,0.0,0.0,1.0,0.0,0.0
ROBO4,0.0,1.0,0.0,0.0,0.0,0.0
RORA,1.0,1.0,0.0,0.0,0.0,0.0
RPL3L,0.0,1.0,0.0,0.0,0.0,0.0
RPL5,0.0,1.0,0.0,0.0,0.0,0.0
RRAS2,0.0,1.0,0.0,0.0,0.0,0.0
RREB1,0.0,0.0,0.0,1.0,0.0,0.0
RTL1,0.0,0.0,0.0,1.0,0.0,0.0
RUNX3,1.0,1.0,0.0,0.0,0.0,0.0
RXFP2,0.0,1.0,0.0,0.0,0.0,0.0
RYR2,0.0,1.0,0.0,0.0,0.0,0.0
SACS,0.0,1.0,0.0,0.0,0.0,0.0
SAMHD1,0.0,1.0,0.0,0.0,0.0,0.0
SARS2,0.0,1.0,0.0,0.0,0.0,0.0
SCARB1,0.0,1.0,1.0,0.0,0.0,0.0
SCN1A,0.0,1.0,0.0,0.0,0.0,0.0
SCN1B,0.0,1.0,0.0,0.0,0.0,0.0
SCN3B,0.0,1.0,0.0,0.0,0.0,0.0
SCN4B,0.0,1.0,0.0,0.0,0.0,0.0
SCN5A,0.0,1.0,0.0,0.0,0.0,0.0
SCN9A,0.0,1.0,0.0,0.0,0.0,0.0
SCO2,0.0,1.0,0.0,0.0,0.0,0.0
SDHA,0.0,1.0,0.0,0.0,0.0,0.0
SEMA3E,0.0,1.0,0.0,0.0,0.0,0.0
SEMA5B,0.0,1.0,0.0,0.0,0.0,0.0
SEPTIN9,0.0,1.0,0.0,0.0,0.0,0.0
SERPINB7,1.0,0.0,0.0,0.0,0.0,0.0
SERPING1,0.0,1.0,0.0,0.0,0.0,0.0
SF3B1,0.0,0.0,0.0,0.0,1.0,0.0
SGCA,0.0,1.0,0.0,0.0,0.0,0.0
SGCB,0.0,1.0,0.0,0.0,0.0,0.0
SGCD,0.0,1.0,0.0,0.0,0.0,0.0
SGCG,0.0,1.0,0.0,0.0,0.0,0.0
SH2B3,0.0,1.0,0.0,0.0,0.0,0.0
SH3PXD2A,0.0,1.0,0.0,0.0,0.0,0.0
SHOC2,0.0,1.0,0.0,0.0,0.0,0.0
SHROOM3,0.0,1.0,0.0,0.0,0.0,0.0
SIRPG,0.0,0.0,0.0,1.0,0.0,0.0
SLC12A8,0.0,0.0,0.0,1.0,0.0,0.0
SLC1A2,0.0,0.0,0.0,1.0,0.0,0.0
SLC22A3,0.0,1.0,0.0,1.0,0.0,0.0
SLC22A5,0.0,1.0,0.0,0.0,0.0,0.0
SLC24A3,0.0,1.0,0.0,0.0,0.0,0.0
SLC25A3,0.0,1.0,0.0,0.0,0.0,0.0
SLC25A4,0.0,1.0,0.0,0.0,0.0,0.0
SLC26A1,0.0,1.0,0.0,0.0,0.0,0.0
SLC2A10,0.0,1.0,0.0,0.0,0.0,0.0
SLC2A2,0.0,0.0,0.0,1.0,0.0,0.0
SLC30A8,0.0,0.0,0.0,1.0,0.0,0.0
SLC39A8,0.0,1.0,0.0,0.0,0.0,0.0
SLC4A7,0.0,1.0,0.0,0.0,0.0,0.0
SLC7A1,0.0,1.0,0.0,0.0,0.0,0.0
SMAD3,1.0,1.0,0.0,0.0,0.0,0.0
SMAD4,0.0,1.0,0.0,0.0,0.0,0.0
SMAD6,0.0,1.0,0.0,0.0,0.0,0.0
SMAD7,0.0,1.0,0.0,0.0,0.0,0.0
SMAD9,0.0,1.0,0.0,0.0,0.0,0.0
SNTA1,0.0,1.0,0.0,0.0,0.0,0.0
SOS1,0.0,1.0,0.0,0.0,0.0,0.0
SOS2,0.0,1.0,0.0,0.0,0.0,0.0
SOX17,0.0,1.0,0.0,0.0,0.0,0.0
SOX5,0.0,1.0,0.0,0.0,0.0,0.0
SP110,0.0,1.0,0.0,0.0,0.0,0.0
SP140,0.0,1.0,0.0,0.0,0.0,0.0
SPATS2L,0.0,1.0,0.0,0.0,0.0,0.0
SPEG,0.0,1.0,0.0,0.0,0.0,0.0
SPHKAP,0.0,0.0,0.0,1.0,0.0,0.0
SPRED1,0.0,1.0,0.0,0.0,0.0,0.0
SPRED2,0.0,1.0,0.0,0.0,0.0,1.0
SRY,0.0,1.0,0.0,0.0,0.0,0.0
SSPN,0.0,1.0,0.0,1.0,0.0,0.0
SSUH2,0.0,1.0,0.0,0.0,0.0,0.0
ST6GAL1,0.0,0.0,0.0,1.0,0.0,0.0
STAMBPL1,0.0,1.0,0.0,0.0,0.0,0.0
STAT4,0.0,0.0,0.0,0.0,0.0,1.0
STEAP1B,1.0,0.0,0.0,0.0,0.0,0.0
STEAP2,0.0,0.0,0.0,1.0,0.0,0.0
STING1,0.0,1.0,0.0,0.0,0.0,0.0
SUGCT,0.0,1.0,0.0,0.0,0.0,0.0
SVEP1,0.0,1.0,0.0,0.0,0.0,0.0
SWAP70,0.0,1.0,1.0,0.0,0.0,0.0
SYNE1,0.0,1.0,0.0,0.0,0.0,0.0
SYNE2,0.0,1.0,0.0,0.0,0.0,0.0
TAB2,0.0,1.0,0.0,0.0,0.0,0.0
TAF1,0.0,1.0,0.0,0.0,0.0,0.0
TAFAZZIN,0.0,1.0,0.0,0.0,0.0,0.0
TBCD,0.0,1.0,0.0,0.0,0.0,0.0
TBL1XR1,1.0,0.0,0.0,0.0,0.0,0.0
TBX1,0.0,1.0,0.0,0.0,0.0,0.0
TBX2,0.0,1.0,0.0,0.0,0.0,0.0
TBX20,0.0,1.0,0.0,0.0,0.0,0.0
TBX4,0.0,1.0,0.0,0.0,0.0,0.0
TBX5,0.0,1.0,0.0,0.0,0.0,0.0
TCAP,0.0,1.0,0.0,0.0,0.0,0.0
TCF21,0.0,1.0,1.0,0.0,0.0,0.0
TCF4,0.0,0.0,0.0,1.0,0.0,0.0
TCF7L2,0.0,1.0,0.0,1.0,0.0,0.0
TECRL,0.0,1.0,0.0,0.0,0.0,0.0
TEK,0.0,1.0,0.0,0.0,0.0,0.0
TERT,0.0,0.0,1.0,0.0,0.0,0.0
TESPA1,1.0,0.0,0.0,0.0,0.0,0.0
TET2,0.0,0.0,0.0,1.0,0.0,0.0
TFAP2B,0.0,1.0,0.0,1.0,0.0,0.0
TGFB2,0.0,1.0,0.0,0.0,0.0,0.0
TGFB3,0.0,1.0,0.0,0.0,0.0,0.0
TGFBR1,0.0,1.0,0.0,0.0,0.0,0.0
TGFBR2,0.0,1.0,0.0,0.0,0.0,0.0
THSD1,0.0,1.0,0.0,0.0,0.0,0.0
TLE1,0.0,0.0,0.0,1.0,0.0,0.0
TLL1,0.0,1.0,0.0,0.0,0.0,0.0
TLR1,1.0,0.0,0.0,0.0,0.0,0.0
TMEM43,0.0,1.0,0.0,0.0,0.0,0.0
TNFAIP3,0.0,0.0,0.0,0.0,0.0,1.0
TNFAIP8,1.0,0.0,0.0,0.0,0.0,0.0
TNFRSF11A,1.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1A,0.0,1.0,0.0,0.0,0.0,0.0
TNFRSF8,1.0,0.0,0.0,0.0,0.0,0.0
TNFSF4,1.0,0.0,0.0,0.0,0.0,0.0
TNNC1,0.0,1.0,0.0,0.0,0.0,0.0
TNNI3,0.0,1.0,0.0,0.0,0.0,0.0
TNNI3K,0.0,1.0,0.0,0.0,0.0,0.0
TNNT2,0.0,1.0,0.0,0.0,0.0,0.0
TP53,0.0,1.0,0.0,0.0,1.0,0.0
TP63,0.0,0.0,0.0,0.0,1.0,0.0
TPM1,0.0,1.0,0.0,0.0,0.0,0.0
TRDN,0.0,1.0,0.0,0.0,0.0,0.0
TREX1,0.0,1.0,0.0,0.0,0.0,0.0
TRIB1,0.0,1.0,1.0,0.0,0.0,0.0
TRIM63,0.0,1.0,0.0,0.0,0.0,0.0
TRIM66,0.0,0.0,0.0,1.0,0.0,0.0
TRPM4,0.0,1.0,0.0,0.0,0.0,0.0
TSLP,1.0,0.0,0.0,0.0,0.0,0.0
TSPAN15,0.0,1.0,0.0,0.0,0.0,0.0
TSPAN8,0.0,0.0,0.0,1.0,0.0,0.0
TSR2,0.0,1.0,0.0,0.0,0.0,0.0
TTN,0.0,1.0,0.0,0.0,0.0,0.0
TTR,0.0,1.0,0.0,0.0,0.0,0.0
UBASH3A,0.0,0.0,0.0,1.0,0.0,0.0
UBE2E2,0.0,0.0,0.0,1.0,0.0,0.0
UBE3C,0.0,0.0,0.0,1.0,0.0,0.0
UFL1,0.0,1.0,0.0,0.0,0.0,0.0
UNC5C,0.0,0.0,0.0,1.0,0.0,0.0
UQCRFS1,0.0,1.0,0.0,0.0,0.0,0.0
VCL,0.0,1.0,0.0,0.0,0.0,0.0
VHL,0.0,1.0,0.0,0.0,0.0,0.0
VKORC1,0.0,1.0,0.0,0.0,0.0,0.0
WFS1,0.0,0.0,0.0,1.0,0.0,0.0
WIPF1,0.0,1.0,0.0,0.0,0.0,0.0
WNT2B,0.0,1.0,0.0,0.0,0.0,0.0
WSCD2,0.0,0.0,0.0,1.0,0.0,0.0
WT1,0.0,1.0,0.0,1.0,0.0,0.0
ZBTB10,1.0,0.0,0.0,0.0,0.0,0.0
ZBTB38,1.0,0.0,0.0,0.0,0.0,0.0
ZBTB7C,1.0,0.0,0.0,0.0,0.0,0.0
ZDHHC12,1.0,0.0,0.0,0.0,0.0,0.0
ZFHX3,0.0,1.0,0.0,0.0,0.0,0.0
ZFP57,0.0,0.0,0.0,1.0,0.0,0.0
ZFPM2,0.0,1.0,0.0,0.0,0.0,0.0
ZIC3,0.0,1.0,0.0,0.0,0.0,0.0
ZMIZ1,0.0,0.0,0.0,1.0,0.0,0.0
ZNF217,1.0,0.0,0.0,0.0,0.0,0.0
ZNF236,0.0,0.0,0.0,1.0,0.0,0.0
ZNF652,1.0,1.0,0.0,0.0,0.0,0.0
ZNF831,0.0,1.0,0.0,0.0,0.0,0.0
