symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
DCLRE1B	0.2519149156789411	0.4143809076109316	No data	No data	No data	No data	No data	No data	DNA cross-link repair 1B
GGCX	0.2487411509167823	0.40916030557098304	No data	No data	No data	No data	No data	No data	gamma-glutamyl carboxylase
SMIM11	0.24692962186923212	0.40618047784278244	No data	No data	No data	No data	No data	No data	small integral membrane protein 11
SH2B3	0.26577404610737687	0.4060188004485086	No data	No data	No data	0.6231864870087744	No data	No data	SH2B adaptor protein 3
LRATD2	0.24628072934473122	0.40511309891240055	No data	No data	No data	No data	No data	No data	LRAT domain containing 2
BACH1	0.24580365951079716	0.4043283552609713	No data	No data	No data	No data	No data	No data	BTB domain and CNC homolog 1
PECAM1	0.2553194955978561	0.39954683498150584	No data	No data	No data	0.4086869615145493	No data	No data	platelet and endothelial cell adhesion molecule 1
PLCG1	0.24321189630914938	0.399457170797268	No data	No data	No data	0.012158615952232422	No data	No data	phospholipase C gamma 1
KLF4	0.250729511329304	0.39831216047572104	No data	No data	No data	0.28237693982973266	No data	No data	KLF transcription factor 4
LOXL1	0.24807449695550957	0.3971885039351845	No data	No data	No data	0.21750412981215775	No data	No data	lysyl oxidase like 1
SMARCA4	0.25440284185133244	0.39676481997167634	No data	No data	No data	0.43417074553775514	No data	No data	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
TMEM91	0.2409996591525089	0.39642613945423516	No data	No data	No data	No data	No data	No data	transmembrane protein 91
PTPRT	0.24060658299233964	0.3957795590182488	No data	No data	No data	No data	No data	No data	protein tyrosine phosphatase receptor type T
FOXC2	0.24097153682507386	0.39577194956340844	No data	No data	No data	0.012158615952232422	No data	No data	forkhead box C2
IRAG1	0.2439082060509957	0.39300341247950143	No data	No data	No data	0.1641413153551377	No data	No data	inositol 1,4,5-triphosphate receptor associated 1
AIDA	0.23862080470141508	0.3925131045159829	No data	No data	No data	No data	No data	No data	axin interactor, dorsalization associated
ARHGAP15	0.23787639295187568	0.39128860371348373	No data	No data	No data	No data	No data	No data	Rho GTPase activating protein 15
ALDH2	0.2569002797720579	0.3912202967724158	No data	No data	No data	0.6272231243506781	No data	No data	aldehyde dehydrogenase 2 family member
SPARC	0.2443605012290978	0.3905131277942558	No data	No data	No data	0.22882683353609412	No data	No data	secreted protein acidic and cysteine rich
MAP3K1	0.23730749688817857	0.39035281288674467	No data	No data	No data	No data	No data	No data	mitogen-activated protein kinase kinase kinase 1
ITPK1	0.23732725861511939	0.3897773886293815	No data	No data	No data	0.012158615952232422	No data	No data	inositol-tetrakisphosphate 1-kinase
TET2	0.2413047525615375	0.3880955800498541	No data	No data	No data	0.1766482979108843	No data	No data	tet methylcytosine dioxygenase 2
TDRKH	0.23585224980837755	0.38795904194189657	No data	No data	No data	No data	No data	No data	tudor and KH domain containing
CALCRL	0.23875352090219	0.3869560700113945	No data	No data	No data	0.115506851546208	No data	No data	calcitonin receptor like receptor
MAML3	0.23586810553226767	0.3864652964096925	No data	No data	No data	0.030396539880581056	No data	No data	mastermind like transcriptional coactivator 3
TMEM200A	0.23741588083760318	0.3855916585230243	No data	No data	No data	0.09878875461188842	No data	No data	transmembrane protein 200A
ARL4C	0.2330418475548186	0.3833361436373524	No data	No data	No data	No data	No data	No data	ADP ribosylation factor like GTPase 4C
CFB	0.23627057896571405	0.38272507132361744	No data	No data	No data	0.1184418063413441	No data	No data	complement factor B
BET1L	0.23203898657481542	0.381686513475592	No data	No data	No data	No data	No data	No data	Bet1 golgi vesicular membrane trafficking protein like
BTD	0.23201315244508966	0.38164401829385874	No data	No data	No data	No data	No data	No data	biotinidase
TRIM5	0.23279428967933044	0.3812571200365798	No data	No data	No data	0.03343619386863916	No data	No data	tripartite motif containing 5
SHOC1	0.23129358574503192	0.3804603857111952	No data	No data	No data	No data	No data	No data	shortage in chiasmata 1
PCSK6	0.2326708691435549	0.37907832753469534	No data	No data	No data	0.07295169571339452	No data	No data	proprotein convertase subtilisin/kexin type 6
FAP	0.23074220492390177	0.378185561833866	No data	No data	No data	0.02735688589252295	No data	No data	fibroblast activation protein alpha
NEK9	0.22928852288606968	0.37716220955884444	No data	No data	No data	No data	No data	No data	NIMA related kinase 9
SMUG1	0.22852122828500096	0.374988172006728	No data	No data	No data	0.01823792392834863	No data	No data	single-strand-selective monofunctional uracil-DNA glycosylase 1
WDR12	0.22915064191571632	0.37493852203185474	No data	No data	No data	0.03993767600976344	No data	No data	WD repeat domain 12
EHBP1	0.23494906670422913	0.3740107929660288	No data	No data	No data	0.24925162702076462	No data	No data	EH domain binding protein 1
CENPW	0.227319651153001	0.37392356506048413	No data	No data	No data	No data	No data	No data	centromere protein W
SOX6	0.22663696596366026	0.3728005997624226	No data	No data	No data	No data	No data	No data	SRY-box transcription factor 6
MRPS6	0.22882703379165134	0.3718436140587375	No data	No data	No data	0.09118961964174316	No data	No data	mitochondrial ribosomal protein S6
KLF2	0.22984947135229425	0.37103774272441314	No data	No data	No data	0.14094368933627424	No data	No data	KLF transcription factor 2
KCNJ13	0.22318324779165585	0.3651183900788705	No data	No data	No data	0.04002211084276505	No data	No data	potassium inwardly rectifying channel subfamily J member 13
BMP1	0.22500171710707476	0.36290422656616944	No data	No data	No data	0.14413025993375517	No data	No data	bone morphogenetic protein 1
SETD9	0.22056356087392917	0.3628103095623016	No data	No data	No data	No data	No data	No data	SET domain containing 9
TSPAN14	0.22050530328678267	0.3627144802551249	No data	No data	No data	No data	No data	No data	tetraspanin 14
SLN	0.22137243120950398	0.3614051512550364	No data	No data	No data	0.0547137717850459	No data	No data	sarcolipin
ZNF335	0.2196967223786383	0.3613844260592838	No data	No data	No data	No data	No data	No data	zinc finger protein 335
RHOF	0.2182532924688502	0.3590100934617926	No data	No data	No data	No data	No data	No data	ras homolog family member F, filopodia associated
SF3A3	0.21673431622758288	0.35651149288548534	No data	No data	No data	No data	No data	No data	splicing factor 3a subunit 3
N4BP2L2	0.21605006078832706	0.3553859446455474	No data	No data	No data	No data	No data	No data	NEDD4 binding protein 2 like 2
EML1	0.21573586058106775	0.3548691091628022	No data	No data	No data	No data	No data	No data	EMAP like 1
MAD1L1	0.21566369219191314	0.35475039764261246	No data	No data	No data	No data	No data	No data	mitotic arrest deficient 1 like 1
RGS19	0.21534925211775235	0.3542331675970281	No data	No data	No data	No data	No data	No data	regulator of G protein signaling 19
KCNN2	0.21764872301555907	0.35384454186768277	No data	No data	No data	0.08342161500559467	No data	No data	potassium calcium-activated channel subfamily N member 2
ICA1L	0.2154307286543215	0.353151328717695	No data	No data	No data	0.024317231904464845	No data	No data	islet cell autoantigen 1 like
COPRS	0.21460091596689787	0.3530022114523576	No data	No data	No data	No data	No data	No data	coordinator of PRMT5 and differentiation stimulator
NEBL	0.21355981871260651	0.35128968552279205	No data	No data	No data	No data	No data	No data	nebulette
VWDE	0.21329324620232012	0.35024326318743687	No data	No data	No data	0.012158615952232422	No data	No data	von Willebrand factor D and EGF domains
GIGYF2	0.21289428162368113	0.3501949275478053	No data	No data	No data	No data	No data	No data	GRB10 interacting GYF protein 2
UBE3B	0.22074729079812638	0.348987259253917	No data	No data	No data	No data	No data	0.2825054416501203	ubiquitin protein ligase E3B
GALNT4	0.21199240255782623	0.34757153472142704	No data	No data	No data	0.02279740491043579	No data	No data	polypeptide N-acetylgalactosaminyltransferase 4
TSPAN2	0.21092500182468807	0.3469556118119851	No data	No data	No data	No data	No data	No data	tetraspanin 2
ZNF32	0.21067079564339658	0.34653746194642443	No data	No data	No data	No data	No data	No data	zinc finger protein 32
STAT6	0.21180549782434874	0.34641653377344256	No data	No data	No data	0.03974854198383983	No data	No data	signal transducer and activator of transcription 6
C2	0.2101252345668466	0.34564005540164444	No data	No data	No data	No data	No data	No data	complement C2
HECTD4	0.20973040600276038	0.34499059239428015	No data	No data	No data	No data	No data	No data	HECT domain E3 ubiquitin protein ligase 4
DDI1	0.2088789596150732	0.3435900277394999	No data	No data	No data	No data	No data	No data	DNA damage inducible 1 homolog 1
ACTR2	0.20851382005506097	0.3429894008894592	No data	No data	No data	No data	No data	No data	actin related protein 2
CLMP	0.20805642138573321	0.3416290840125031	No data	No data	No data	0.012158615952232422	No data	No data	CXADR like membrane protein
HOXC4	0.2073856769734366	0.3411336911835905	No data	No data	No data	No data	No data	No data	homeobox C4
GOSR2	0.21331373202163006	0.34108200749077416	No data	No data	No data	0.19605768222974782	No data	No data	golgi SNAP receptor complex member 2
IPO9	0.2070201408996974	0.3405324120985774	No data	No data	No data	No data	No data	No data	importin 9
BCL3	0.21177393629086244	0.3405038268191147	No data	No data	No data	0.15696435455000046	No data	No data	BCL3 transcription coactivator
FBRSL1	0.20624081315535925	0.33925047713591405	No data	No data	No data	No data	No data	No data	fibrosin like 1
FURIN	0.22277140075106266	0.33661462784510854	No data	No data	No data	0.5965482133389518	No data	No data	furin, paired basic amino acid cleaving enzyme
CARS2	0.2060451311932485	0.3334572179884756	No data	No data	No data	0.1094275435700918	No data	No data	cysteinyl-tRNA synthetase 2, mitochondrial
MORN1	0.20038369662048858	0.32961596518507763	No data	No data	No data	No data	No data	No data	MORN repeat containing 1
DOCK5	0.20031657524485483	0.3295055556188944	No data	No data	No data	No data	No data	No data	dedicator of cytokinesis 5
LRRC10B	0.19983416927012457	0.3287120344210451	No data	No data	No data	No data	No data	No data	leucine rich repeat containing 10B
SKI	0.19918867674654875	0.32765024823401234	No data	No data	No data	No data	No data	No data	SKI proto-oncogene
CHRNA4	0.5669996662179769	0.3274214346446261	No data	0.8508160382240639	No data	No data	No data	No data	cholinergic receptor nicotinic alpha 4 subunit
BSND	0.19883853507262678	0.32707429176775404	No data	No data	No data	No data	No data	No data	barttin CLCNK type accessory subunit beta
BCAP29	0.19841440945948138	0.3263766373393032	No data	No data	No data	No data	No data	No data	B cell receptor associated protein 29
HDAC9	0.2200151270093573	0.32613369204186227	No data	No data	No data	0.7154897091500613	No data	No data	histone deacetylase 9
GDPD5	0.19760188788509395	0.32504010104671927	No data	No data	No data	No data	No data	No data	glycerophosphodiester phosphodiesterase domain containing 5
WIPI1	0.19745386068984788	0.32479660755070355	No data	No data	No data	No data	No data	No data	WD repeat domain, phosphoinositide interacting 1
ANKRD6	0.19689060947436415	0.3238701020706447	No data	No data	No data	No data	No data	No data	ankyrin repeat domain 6
ELL	0.19645704933497876	0.3231569285629219	No data	No data	No data	No data	No data	No data	elongation factor for RNA polymerase II
LRRC2	0.1962274637205952	0.32277927766040876	No data	No data	No data	No data	No data	No data	leucine rich repeat containing 2
HAPLN3	0.1961802375425366	0.32270159418353256	No data	No data	No data	No data	No data	No data	hyaluronan and proteoglycan link protein 3
POC1B	0.19552916777236	0.32163063384933915	No data	No data	No data	No data	No data	No data	POC1 centriolar protein B
KANK2	0.19751781645663222	0.3212542251450343	No data	No data	No data	0.07295169571339452	No data	No data	KN motif and ankyrin repeat domains 2
FHL3	0.19413418917350905	0.31933599997928125	No data	No data	No data	No data	No data	No data	four and a half LIM domains 3
ZHX3	0.1934249954526473	0.31816943015974264	No data	No data	No data	No data	No data	No data	zinc fingers and homeoboxes 3
CCNL1	0.19307106905332633	0.3175872481075889	No data	No data	No data	No data	No data	No data	cyclin L1
HS3ST1	0.19218152443604494	0.31612401475804297	No data	No data	No data	No data	No data	No data	heparan sulfate-glucosamine 3-sulfotransferase 1
CLCN6	0.19639493800720342	0.31515165977608617	No data	No data	No data	0.15806200737902149	No data	No data	chloride voltage-gated channel 6
INPP5B	0.191055402302632	0.3142716293585252	No data	No data	No data	No data	No data	No data	inositol polyphosphate-5-phosphatase B
C11orf58	0.1904253252537383	0.31323520045679976	No data	No data	No data	No data	No data	No data	chromosome 11 open reading frame 58
MLH3	0.19041675074459985	0.3132210960403561	No data	No data	No data	No data	No data	No data	mutL homolog 3
MARK3	0.1897744219366311	0.31216451392526623	No data	No data	No data	No data	No data	No data	microtubule affinity regulating kinase 3
COG5	0.18961820894659107	0.3119075554183873	No data	No data	No data	No data	No data	No data	component of oligomeric golgi complex 5
LYRM2	0.18946024896016628	0.3116477232351102	No data	No data	No data	No data	No data	No data	LYR motif containing 2
NR2C1	0.18705992463233156	0.30769937197989355	No data	No data	No data	No data	No data	No data	nuclear receptor subfamily 2 group C member 1
ACYP1	0.1868844433001728	0.3074107185133342	No data	No data	No data	No data	No data	No data	acylphosphatase 1
C1S	0.18960387795588882	0.30729596207123694	No data	No data	No data	0.09176039911283407	No data	No data	complement C1s
SETD1B	0.18670038629319144	0.30710795871286933	No data	No data	No data	No data	No data	No data	SET domain containing 1B, histone lysine methyltransferase
MBTD1	0.1863432353699392	0.30652047256369674	No data	No data	No data	No data	No data	No data	mbt domain containing 1
YBX3	0.18456221416542348	0.3035908279207328	No data	No data	No data	No data	No data	No data	Y-box binding protein 3
SIPA1	0.1837707242657914	0.3016809563385095	No data	No data	No data	0.012158615952232422	No data	No data	signal-induced proliferation-associated 1
CCT6A	0.18259120113796815	0.3003486611557015	No data	No data	No data	No data	No data	No data	chaperonin containing TCP1 subunit 6A
QPCTL	0.18195310336555184	0.2992990387728198	No data	No data	No data	No data	No data	No data	glutaminyl-peptide cyclotransferase like
GCKR	0.20149056631964427	0.2973881665145724	No data	No data	No data	0.6809703055513372	No data	No data	glucokinase regulator
HSPA1B	0.18487942518267522	0.2969694290853589	No data	No data	No data	0.14286373743873096	No data	No data	heat shock protein family A (Hsp70) member 1B
C21orf140	0.17822680358248133	0.29316955857916943	No data	No data	No data	No data	No data	No data	chromosome 21 open reading frame 140
BORCS7-ASMT	0.17757040925944556	0.2920898397598325	No data	No data	No data	No data	No data	No data	BORCS7-ASMT readthrough (NMD candidate)
RNF113B	0.17725828999045168	0.29157642726252175	No data	No data	No data	No data	No data	No data	ring finger protein 113B
TLCD5	0.17715264290820393	0.2914026458343349	No data	No data	No data	No data	No data	No data	TLC domain containing 5
OPRL1	0.17776685455772348	0.2906736197989656	No data	No data	No data	0.034787151196664985	No data	No data	opioid related nociceptin receptor 1
NYAP2	0.17566261255824914	0.28895165905128545	No data	No data	No data	No data	No data	No data	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2
IRX1	0.17552595491338016	0.2887268676023148	No data	No data	No data	No data	No data	No data	iroquois homeobox 1
PEMT	0.17611675550186182	0.2886348108132256	No data	No data	No data	0.021277577916406734	No data	No data	phosphatidylethanolamine N-methyltransferase
GIP	0.18941461175030258	0.2843813389443107	No data	No data	No data	0.5438262909189713	No data	No data	gastric inhibitory polypeptide
PRDM16	0.17736004963309157	0.28402224866974146	No data	No data	No data	0.15443130955995205	No data	No data	PR/SET domain 16
UNC5C	0.1724898291838873	0.28312474052213144	No data	No data	No data	0.012158615952232422	No data	No data	unc-5 netrin receptor C
GRB14	0.17199187513576655	0.2829135747217798	No data	No data	No data	No data	No data	No data	growth factor receptor bound protein 14
HPR	0.17245656698906597	0.2824620959397403	No data	No data	No data	0.024317231904464845	No data	No data	haptoglobin-related protein
NUDT5	0.17091110670283366	0.2811357927157046	No data	No data	No data	No data	No data	No data	nudix hydrolase 5
FNDC3B	0.1707787097710389	0.2809180098162119	No data	No data	No data	No data	No data	No data	fibronectin type III domain containing 3B
CORO1C	0.17000021575089488	0.27963744626654063	No data	No data	No data	No data	No data	No data	coronin 1C
B9D2	0.16849029200575152	0.2771537363589732	No data	No data	No data	No data	No data	No data	B9 domain containing 2
PDGFD	0.18371599615387862	0.27667290996087995	No data	No data	No data	0.3766392005290384	No data	0.30122971021655826	platelet derived growth factor D
POC1B-GALNT4	0.1674929639423798	0.27551320742494007	No data	No data	No data	No data	No data	No data	POC1B-GALNT4 readthrough
KCTD10	0.17666360319963947	0.27352126767347185	No data	No data	No data	0.34153889949152877	No data	No data	potassium channel tetramerization domain containing 10
DDX59	0.16563051121307876	0.27244961410705243	No data	No data	No data	No data	No data	No data	DEAD-box helicase 59
SNF8	0.16598559619898529	0.2724257711485527	No data	No data	No data	0.012158615952232422	No data	No data	SNF8 subunit of ESCRT-II
OSM	0.1681194042159694	0.2717414229804751	No data	No data	No data	0.09604462253933595	No data	No data	oncostatin M
CLOCK	0.16952633095328334	0.2694906911807028	No data	No data	No data	0.18734501154618813	No data	No data	clock circadian regulator
BCL2L15	0.16368322857679551	0.2692464820335771	No data	No data	No data	No data	No data	No data	BCL2 like 15
R3HDM2	0.16356684312692762	0.2690550368060526	No data	No data	No data	No data	No data	No data	R3H domain containing 2
MARK4	0.16248843449678424	0.26728113649637897	No data	No data	No data	No data	No data	No data	microtubule affinity regulating kinase 4
VAMP5	0.1618425210717829	0.2662186579584616	No data	No data	No data	No data	No data	No data	vesicle associated membrane protein 5
HP	0.18533594468147668	0.26448185843534877	No data	No data	No data	0.8076339486506697	No data	No data	haptoglobin
SIK3	0.16086101850072515	0.2639962299599946	No data	No data	No data	0.012158615952232422	No data	No data	SIK family kinase 3
SHISA4	0.16030972960525974	0.2636973323856414	No data	No data	No data	No data	No data	No data	shisa family member 4
STARD5	0.15982312166059115	0.26289689926631216	No data	No data	No data	No data	No data	No data	StAR related lipid transfer domain containing 5
GHSR	0.1614222035922558	0.2616970502911972	No data	No data	No data	0.07660434658904436	No data	No data	growth hormone secretagogue receptor
TNXB	0.15940064082174843	0.261290054170279	No data	No data	No data	0.01823792392834863	No data	No data	tenascin XB
RFLNA	0.1581800054747204	0.2601940979074633	No data	No data	No data	No data	No data	No data	refilin A
RPH3A	0.15699644601944593	0.25824723247487735	No data	No data	No data	No data	No data	No data	rabphilin 3A
RBPMS2	0.15690601692785996	0.25809848348577985	No data	No data	No data	No data	No data	No data	RNA binding protein, mRNA processing factor 2
ATXN2	0.15824673905913986	0.2580241290955017	No data	No data	No data	0.045594809820871586	No data	No data	ataxin 2
HNRNPUL1	0.15565349656865476	0.2560381826026432	No data	No data	No data	No data	No data	No data	heterogeneous nuclear ribonucleoprotein U like 1
ILRUN	0.16874830399815607	0.2560025980527584	No data	No data	No data	0.037995674850726316	No data	0.4146240022410659	inflammation and lipid regulator with UBA-like and NBR1-like domains
PMAIP1	0.15554368690725984	0.2558575540478367	No data	No data	No data	No data	No data	No data	phorbol-12-myristate-13-acetate-induced protein 1
CCDC97	0.1554657145347512	0.25572929541574413	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 97
SCN5A	0.5877726410014896	0.2554353396161301	No data	0.9001821748545712	No data	0.1260158980089265	No data	No data	sodium voltage-gated channel alpha subunit 5
ATP5MC1	0.15522349006391414	0.25533085455407256	No data	No data	No data	No data	No data	No data	ATP synthase membrane subunit c locus 1
PSPH	0.15506435490881793	0.2550690893075652	No data	No data	No data	No data	No data	No data	phosphoserine phosphatase
TOP1	0.15579163885143743	0.25474558917421963	No data	No data	No data	0.030396539880581056	No data	No data	DNA topoisomerase I
HSPA8	0.16762738300280056	0.2533003621186789	No data	No data	No data	0.44867908907594134	No data	No data	heat shock protein family A (Hsp70) member 8
SREBF1	0.16423664799314802	0.2508137734543557	No data	No data	No data	0.38686082992536835	No data	No data	sterol regulatory element binding transcription factor 1
ITGB5	0.15307635844254647	0.24997519368245177	No data	No data	No data	0.03647584785669727	No data	No data	integrin subunit beta 5
PCCB	0.1516245010863925	0.2494107909684457	No data	No data	No data	No data	No data	No data	propionyl-CoA carboxylase subunit beta
PHKG1	0.15138260316748015	0.24901288725989418	No data	No data	No data	No data	No data	No data	phosphorylase kinase catalytic subunit gamma 1
AP4B1	0.1512232036682725	0.24875068718739599	No data	No data	No data	No data	No data	No data	adaptor related protein complex 4 subunit beta 1
ZC2HC1C	0.1511606586735799	0.2486478054203621	No data	No data	No data	No data	No data	No data	zinc finger C2HC-type containing 1C
WWP2	0.1506291123064523	0.2477734520084016	No data	No data	No data	No data	No data	No data	WW domain containing E3 ubiquitin protein ligase 2
TXNL4B	0.1494126624699642	0.2457724843961879	No data	No data	No data	No data	No data	No data	thioredoxin like 4B
PPM1G	0.14937653976299653	0.24571306528613526	No data	No data	No data	No data	No data	No data	protein phosphatase, Mg2+/Mn2+ dependent 1G
PBX2	0.149343783121852	0.2456591830987659	No data	No data	No data	No data	No data	No data	PBX homeobox 2
BAZ1B	0.14922787924331676	0.2454685300195164	No data	No data	No data	No data	No data	No data	bromodomain adjacent to zinc finger domain 1B
RPGRIP1L	0.1485433766882098	0.24434257529276762	No data	No data	No data	No data	No data	No data	RPGRIP1 like
FADS2	0.15115041016195918	0.24316581839608484	No data	No data	No data	0.1093025800172494	No data	No data	fatty acid desaturase 2
MSL2	0.1467593655345663	0.24140801241052456	No data	No data	No data	No data	No data	No data	MSL complex subunit 2
PRKAA2	0.15713052904205793	0.23989830027319248	No data	No data	No data	0.15348303693432225	No data	0.3031750887689154	protein kinase AMP-activated catalytic subunit alpha 2
EXOC3L2	0.14478446675575646	0.23815945387957227	No data	No data	No data	No data	No data	No data	exocyst complex component 3 like 2
DAGLB	0.14474558338911203	0.23809549369397684	No data	No data	No data	No data	No data	No data	diacylglycerol lipase beta
BORCS7	0.14445192531911408	0.2376124484671983	No data	No data	No data	No data	No data	No data	BLOC-1 related complex subunit 7
ACAD11	0.14445054920167505	0.23761018485850396	No data	No data	No data	No data	No data	No data	acyl-CoA dehydrogenase family member 11
SAYSD1	0.14442599824232363	0.23756980039460138	No data	No data	No data	No data	No data	No data	SAYSVFN motif domain containing 1
CFTR	0.1480066320981792	0.23734126989505294	No data	No data	No data	0.12236802607591916	No data	No data	CF transmembrane conductance regulator
OR52E4	0.1428961438706658	0.2350533061198119	No data	No data	No data	No data	No data	No data	olfactory receptor family 52 subfamily E member 4
CCDC63	0.14263339959180152	0.23462111173206826	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 63
CERT1	0.1425999592203294	0.23456610486022772	No data	No data	No data	No data	No data	No data	ceramide transporter 1
TSBP1	0.14365721629703956	0.2337215065807574	No data	No data	No data	0.051674117796987794	No data	No data	testis expressed basic protein 1
SFTA2	0.14208135760688653	0.2337130445851433	No data	No data	No data	No data	No data	No data	surfactant associated 2
IBTK	0.14203841951058577	0.2336424146771514	No data	No data	No data	No data	No data	No data	inhibitor of Bruton tyrosine kinase
SLC35G2	0.14197111548051392	0.23353170465828696	No data	No data	No data	No data	No data	No data	solute carrier family 35 member G2
ANKDD1B	0.1394038299559261	0.229308714912293	No data	No data	No data	No data	No data	No data	ankyrin repeat and death domain containing 1B
BROX	0.13889642555244414	0.22847407319735535	No data	No data	No data	No data	No data	No data	BRO1 domain and CAAX motif containing
MLXIPL	0.14982164381981586	0.2284505051544228	No data	No data	No data	0.3598944501409723	No data	No data	MLX interacting protein like
DUS4L	0.13835699896427187	0.227586757420146	No data	No data	No data	No data	No data	No data	dihydrouridine synthase 4 like
VPS11	0.1379340634541694	0.22689106062083256	No data	No data	No data	No data	No data	No data	VPS11 core subunit of CORVET and HOPS complexes
TAB2	0.1373229329114983	0.22588579728317626	No data	No data	No data	No data	No data	No data	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
ACKR4	0.1369112224650754	0.2252085648612618	No data	No data	No data	No data	No data	No data	atypical chemokine receptor 4
DRC3	0.13518465339393504	0.22236848984298088	No data	No data	No data	No data	No data	No data	dynein regulatory complex subunit 3
WDR11	0.1341194457538113	0.22061630415949748	No data	No data	No data	No data	No data	No data	WD repeat domain 11
CAD	0.13406431899223487	0.22052562482265023	No data	No data	No data	No data	No data	No data	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
ZNF485	0.1328481750835734	0.2185251604384813	No data	No data	No data	No data	No data	No data	zinc finger protein 485
CTSS	0.143282431760646	0.21488070248550545	No data	No data	No data	0.4161603576257248	No data	No data	cathepsin S
FAM177B	0.13157442843891648	0.21323830724009327	No data	No data	No data	0.06383273374922022	No data	No data	family with sequence similarity 177 member B
GPR149	0.12901766836298145	0.21161633694775253	No data	No data	No data	0.012158615952232422	No data	No data	G protein-coupled receptor 149
EIF2B2	0.12751014342295533	0.20609691890439613	No data	No data	No data	0.07295169571339452	No data	No data	eukaryotic translation initiation factor 2B subunit beta
ANKRD26	0.1327128402948889	0.20568494128305637	No data	No data	No data	No data	No data	0.2523520740885839	ankyrin repeat domain containing 26
AKAP13	0.12578412608386866	0.20538550923508944	No data	No data	No data	0.030396539880581056	No data	No data	A-kinase anchoring protein 13
NBEAL1	0.12945321406748603	0.20519803317068988	No data	No data	No data	0.15485348372496016	No data	No data	neurobeachin like 1
SLC22A5	0.12532640655586125	0.2050885434657895	No data	No data	No data	0.021277577916406734	No data	No data	solute carrier family 22 member 5
LPIN3	0.12373688742061113	0.20353778408124162	No data	No data	No data	No data	No data	No data	lipin 3
WNT2	0.12371721859525132	0.20350543035703966	No data	No data	No data	No data	No data	No data	Wnt family member 2
SAMD3	0.12369656671154386	0.20347145957650248	No data	No data	No data	No data	No data	No data	sterile alpha motif domain containing 3
ZNF239	0.1236702389069518	0.20342815233710038	No data	No data	No data	No data	No data	No data	zinc finger protein 239
DNAJC13	0.12313915309518811	0.2025545565037421	No data	No data	No data	No data	No data	No data	DnaJ heat shock protein family (Hsp40) member C13
UBE2Z	0.13151472869449057	0.2022355210506865	No data	No data	No data	0.28192442660947775	No data	No data	ubiquitin conjugating enzyme E2 Z
ADORA2A	0.5638500374438947	0.20108634565981037	No data	0.8652515542226572	No data	0.5385310233897516	No data	No data	adenosine A2a receptor
MTHFSD	0.12192709128681288	0.2005608068645775	No data	No data	No data	No data	No data	No data	methenyltetrahydrofolate synthetase domain containing
RGL3	0.12167878405145238	0.20015236031714803	No data	No data	No data	No data	No data	No data	ral guanine nucleotide dissociation stimulator like 3
SH2D4B	0.12157880139846335	0.19998789644497403	No data	No data	No data	No data	No data	No data	SH2 domain containing 4B
FCHO1	0.1213313878175337	0.1995809198912254	No data	No data	No data	No data	No data	No data	FCH and mu domain containing endocytic adaptor 1
NT5C2	0.1249824164428059	0.19957060289450504	No data	No data	No data	0.1203196370273	No data	No data	5'-nucleotidase, cytosolic II
SRSF6	0.12074802843501768	0.1986213380032739	No data	No data	No data	No data	No data	No data	serine and arginine rich splicing factor 6
IQCH	0.12065008329144297	0.19846022567937205	No data	No data	No data	No data	No data	No data	IQ motif containing H
N4BP2L1	0.12052660658675213	0.1982571158761248	No data	No data	No data	No data	No data	No data	NEDD4 binding protein 2 like 1
NME7	0.11962389707527238	0.19510041758184185	No data	No data	No data	0.03343619386863916	No data	No data	NME/NM23 family member 7
TMEM170A	0.12108471673610333	0.19500408394249302	No data	No data	No data	0.08342161500559467	No data	No data	transmembrane protein 170A
ASXL1	0.12053662265653056	0.1946044482159851	No data	No data	No data	0.07338286668747912	No data	No data	ASXL transcriptional regulator 1
PRKAG2	0.1263895346714988	0.19453785523571876	No data	No data	No data	0.01823792392834863	No data	0.2591608990218341	protein kinase AMP-activated non-catalytic subunit gamma 2
CX3CR1	0.12921042046678552	0.19453785523571876	No data	No data	No data	0.3600695016827595	No data	No data	C-X3-C motif chemokine receptor 1
RNF213	0.12787900827636928	0.19453785523571876	No data	No data	No data	0.31626806258321166	No data	No data	ring finger protein 213
DUS4L-BCAP29	0.11749221299897353	0.19326576883514607	No data	No data	No data	No data	No data	No data	DUS4L-BCAP29 readthrough
SNORC	0.11639668250395598	0.19146370435787075	No data	No data	No data	No data	No data	No data	secondary ossification center associated regulator of chondrocyte maturation
IFIT2	0.11782996050237189	0.1907816838439627	No data	No data	No data	0.06079307976116211	No data	No data	interferon induced protein with tetratricopeptide repeats 2
RIC8A	0.11589925526687839	0.19064547432407114	No data	No data	No data	No data	No data	No data	RIC8 guanine nucleotide exchange factor A
FADS1	0.1280771603703373	0.1891080337973942	No data	No data	No data	0.43138339431518935	No data	No data	fatty acid desaturase 1
